date,crop,price,state
2019-02-01,Rice,2766.87,India
2019-01-01,Rice,2746.78,India
2018-12-01,Rice,2740.85,India
2018-11-01,Rice,2755.73,India
2018-10-01,Rice,2769.43,India
2018-09-01,Rice,2783.13,India
2018-08-01,Rice,2825.6,India
2018-07-01,Rice,2820.44,India
2018-06-01,Rice,2796.17,India
2018-05-01,Rice,2792.35,India
2018-04-01,Rice,2728.02,India
2018-03-01,Rice,2766.74,India
2018-02-01,Rice,2761.51,India
2018-01-01,Rice,2740.63,India
2017-12-01,Rice,2762.88,India
2017-11-01,Rice,2802.52,India
2017-10-01,Rice,2775.46,India
2017-09-01,Rice,2748.8,India
2017-08-01,Rice,2767.43,India
2017-07-01,Rice,2762.76,India
2017-06-01,Rice,2767.61,India
2017-05-01,Rice,2759.07,India
2017-04-01,Rice,2731.93,India
2017-03-01,Rice,2716.14,India
2017-02-01,Rice,2690.47,India
2017-01-01,Rice,2672.57,India
2016-12-01,Rice,2716.73,India
2016-11-01,Rice,2743.5,India
2016-10-01,Rice,2741.24,India
2016-09-01,Rice,2723.31,India
2016-08-01,Rice,2814.89,India
2016-07-01,Rice,2713.33,India
2016-06-01,Rice,2689.31,India
2016-05-01,Rice,2603.89,India
2016-04-01,Rice,2556.15,India
2016-03-01,Rice,2596.18,India
2016-02-01,Rice,2610.14,India
2016-01-01,Rice,2614.46,India
2015-12-01,Rice,2637.06,India
2015-11-01,Rice,2601.59,India
2015-10-01,Rice,2598.12,India
2015-09-01,Rice,2582.35,India
2015-08-01,Rice,2554.54,India
2015-07-01,Rice,2583.5,India
2015-06-01,Rice,2549.67,India
2015-05-01,Rice,2501.36,India
2015-04-01,Rice,2489.54,India
2015-03-01,Rice,2522.88,India
2015-02-01,Rice,2509.01,India
2015-01-01,Rice,2530.31,India
2014-12-01,Rice,2558.1,India
2014-11-01,Rice,2651.45,India
2014-10-01,Rice,2647.42,India
2014-09-01,Rice,2659.17,India
2014-08-01,Rice,2670.8,India
2014-07-01,Rice,2660.12,India
2014-06-01,Rice,2650.67,India
2014-05-01,Rice,2631.67,India
2014-04-01,Rice,2624.61,India
2014-03-01,Rice,2610.11,India
2014-02-01,Rice,2587.11,India
2014-01-01,Rice,2530.48,India
2013-12-01,Rice,2575.56,India
2013-11-01,Rice,2578.87,India
2013-10-01,Rice,2549.43,India
2013-09-01,Rice,2526.25,India
2013-08-01,Rice,2509.56,India
2013-07-01,Rice,2559.94,India
2013-06-01,Rice,2470.67,India
2013-05-01,Rice,2398.4,India
2013-04-01,Rice,2344.48,India
2013-03-01,Rice,2361.41,India
2013-02-01,Rice,2332.25,India
2013-01-01,Rice,2275.42,India
2012-12-01,Rice,2258.15,India
2012-11-01,Rice,2231.56,India
2012-10-01,Rice,2235.47,India
2012-09-01,Rice,2193.84,India
2012-08-01,Rice,2166.2,India
2012-07-01,Rice,2130.28,India
2012-06-01,Rice,2070.5,India
2012-05-01,Rice,2063.41,India
2012-04-01,Rice,2016.18,India
2012-03-01,Rice,2023.86,India
2012-02-01,Rice,1976.29,India
2012-01-01,Rice,1973.31,India
2011-12-01,Rice,1965.86,India
2011-11-01,Rice,1947.31,India
2011-10-01,Rice,1946.79,India
2011-09-01,Rice,1961.12,India
2011-08-01,Rice,1958.82,India
2011-07-01,Rice,1947.34,India
2011-06-01,Rice,1966.48,India
2011-05-01,Rice,1968.13,India
2011-04-01,Rice,1938.23,India
2011-03-01,Rice,1971.7,India
2011-02-01,Rice,1955.19,India
2011-01-01,Rice,1963.52,India
2010-12-01,Rice,1964.87,India
2010-11-01,Rice,1986.89,India
2010-10-01,Rice,1997.93,India
2010-09-01,Rice,2001.38,India
2010-08-01,Rice,1982.23,India
2010-07-01,Rice,1972.95,India
2010-06-01,Rice,1913.83,India
2010-05-01,Rice,1882.14,India
2010-04-01,Rice,1861.71,India
2010-03-01,Rice,1864.36,India
2010-02-01,Rice,1874.94,India
2010-01-01,Rice,1874.0,India
2025-03-01,Sugar,4152.2,India
2025-02-01,Sugar,4152.04,India
2025-01-01,Sugar,4160.72,India
2024-12-01,Sugar,4116.66,India
2024-11-01,Sugar,4186.92,India
2024-10-01,Sugar,4143.48,India
2024-09-01,Sugar,4158.9,India
2024-08-01,Sugar,4101.68,India
2024-07-01,Sugar,4462.44,India
2024-06-01,Sugar,4140.38,India
2024-05-01,Sugar,4081.0,India
2024-04-01,Sugar,4007.14,India
2024-03-01,Sugar,3985.93,India
2024-02-01,Sugar,4026.7,India
2024-01-01,Sugar,4055.6,India
2023-12-01,Sugar,4086.75,India
2023-11-01,Sugar,4097.74,India
2023-10-01,Sugar,4027.77,India
2023-09-01,Sugar,3975.91,India
2023-08-01,Sugar,3905.32,India
2023-07-01,Sugar,3886.65,India
2023-06-01,Sugar,3862.44,India
2023-05-01,Sugar,3842.54,India
2023-04-01,Sugar,3840.27,India
2023-03-01,Sugar,3769.13,India
2023-02-01,Sugar,3764.78,India
2023-01-01,Sugar,3821.33,India
2022-12-01,Sugar,3835.53,India
2022-11-01,Sugar,3868.09,India
2022-10-01,Sugar,3858.68,India
2022-09-01,Sugar,3788.38,India
2022-08-01,Sugar,3783.72,India
2022-07-01,Sugar,3733.03,India
2022-06-01,Sugar,3740.11,India
2022-05-01,Sugar,3755.94,India
2022-04-01,Sugar,3736.47,India
2022-03-01,Sugar,3747.81,India
2022-02-01,Sugar,3699.78,India
2022-01-01,Sugar,3697.52,India
2021-12-01,Sugar,3716.93,India
2021-11-01,Sugar,3804.62,India
2021-10-01,Sugar,3812.5,India
2021-09-01,Sugar,3741.63,India
2021-08-01,Sugar,3573.62,India
2021-07-01,Sugar,3483.6,India
2021-06-01,Sugar,3553.67,India
2021-05-01,Sugar,3568.12,India
2021-04-01,Sugar,3507.76,India
2021-03-01,Sugar,3454.17,India
2021-02-01,Sugar,3463.73,India
2021-01-01,Sugar,3470.96,India
2020-12-01,Sugar,3521.05,India
2020-11-01,Sugar,3512.27,India
2020-10-01,Sugar,3527.87,India
2020-09-01,Sugar,3585.61,India
2020-08-01,Sugar,3593.73,India
2020-07-01,Sugar,3597.21,India
2020-06-01,Sugar,3532.27,India
2020-05-01,Sugar,3517.08,India
2020-04-01,Sugar,3585.15,India
2020-03-01,Sugar,3548.09,India
2020-02-01,Sugar,3557.52,India
2020-01-01,Sugar,3545.49,India
2019-12-01,Sugar,3585.16,India
2019-11-01,Sugar,3624.56,India
2019-10-01,Sugar,3692.0,India
2019-09-01,Sugar,3661.55,India
2019-08-01,Sugar,3623.49,India
2019-07-01,Sugar,3604.59,India
2019-06-01,Sugar,3631.62,India
2019-05-01,Sugar,3537.65,India
2019-04-01,Sugar,3459.0,India
2019-03-01,Sugar,3552.99,India
2019-02-01,Sugar,3565.97,India
2019-01-01,Sugar,3532.45,India
2018-12-01,Sugar,3618.84,India
2018-11-01,Sugar,3669.24,India
2018-10-01,Sugar,3669.8,India
2018-09-01,Sugar,3724.72,India
2018-08-01,Sugar,3787.8,India
2018-07-01,Sugar,3706.51,India
2018-06-01,Sugar,3541.88,India
2018-05-01,Sugar,3490.38,India
2018-04-01,Sugar,3689.31,India
2018-03-01,Sugar,3796.59,India
2018-02-01,Sugar,3840.83,India
2018-01-01,Sugar,3949.36,India
2017-12-01,Sugar,4044.64,India
2017-11-01,Sugar,4146.76,India
2017-10-01,Sugar,4156.02,India
2017-09-01,Sugar,4151.14,India
2017-08-01,Sugar,4182.09,India
2017-07-01,Sugar,4113.86,India
2017-06-01,Sugar,4089.34,India
2017-05-01,Sugar,4085.98,India
2017-04-01,Sugar,4076.38,India
2017-03-01,Sugar,4049.19,India
2017-02-01,Sugar,4021.35,India
2017-01-01,Sugar,3961.32,India
2016-12-01,Sugar,3942.33,India
2016-11-01,Sugar,3971.44,India
2016-10-01,Sugar,3960.8,India
2016-09-01,Sugar,3942.17,India
2016-08-01,Sugar,3938.02,India
2016-07-01,Sugar,3895.87,India
2016-06-01,Sugar,3801.51,India
2016-05-01,Sugar,3785.93,India
2016-04-01,Sugar,3623.35,India
2016-03-01,Sugar,3320.86,India
2016-02-01,Sugar,3234.93,India
2016-01-01,Sugar,3164.54,India
2015-12-01,Sugar,3028.65,India
2015-11-01,Sugar,2981.68,India
2015-10-01,Sugar,2941.66,India
2015-09-01,Sugar,2850.43,India
2015-08-01,Sugar,2788.45,India
2015-07-01,Sugar,2836.45,India
2015-06-01,Sugar,2988.8,India
2015-05-01,Sugar,2995.65,India
2015-04-01,Sugar,3051.14,India
2015-03-01,Sugar,3169.32,India
2015-02-01,Sugar,3190.47,India
2015-01-01,Sugar,3252.44,India
2014-12-01,Sugar,3268.0,India
2014-11-01,Sugar,3376.09,India
2014-10-01,Sugar,3436.11,India
2014-09-01,Sugar,3457.77,India
2014-08-01,Sugar,3496.27,India
2014-07-01,Sugar,3479.08,India
2014-06-01,Sugar,3423.23,India
2014-05-01,Sugar,3427.34,India
2014-04-01,Sugar,3405.83,India
2014-03-01,Sugar,3299.58,India
2014-02-01,Sugar,3255.21,India
2014-01-01,Sugar,3266.8,India
2013-12-01,Sugar,3313.53,India
2013-11-01,Sugar,3339.64,India
2013-10-01,Sugar,3376.02,India
2013-09-01,Sugar,3427.86,India
2013-08-01,Sugar,3429.36,India
2013-07-01,Sugar,3421.7,India
2013-06-01,Sugar,3456.99,India
2013-05-01,Sugar,3459.56,India
2013-04-01,Sugar,3474.79,India
2013-03-01,Sugar,3519.61,India
2013-02-01,Sugar,3522.21,India
2013-01-01,Sugar,3565.4,India
2012-12-01,Sugar,3711.89,India
2012-11-01,Sugar,3742.9,India
2012-10-01,Sugar,3766.15,India
2012-09-01,Sugar,3754.41,India
2012-08-01,Sugar,3606.52,India
2012-07-01,Sugar,3334.35,India
2012-06-01,Sugar,3164.47,India
2012-05-01,Sugar,3151.37,India
2012-04-01,Sugar,3111.81,India
2012-03-01,Sugar,3115.41,India
2012-02-01,Sugar,3147.71,India
2012-01-01,Sugar,3175.97,India
2011-12-01,Sugar,3218.29,India
2011-11-01,Sugar,3115.64,India
2011-10-01,Sugar,3037.19,India
2011-09-01,Sugar,3013.27,India
2011-08-01,Sugar,2993.27,India
2011-07-01,Sugar,2993.43,India
2011-06-01,Sugar,2952.81,India
2011-05-01,Sugar,2987.55,India
2011-04-01,Sugar,3015.41,India
2011-03-01,Sugar,3012.06,India
2011-02-01,Sugar,3049.75,India
2011-01-01,Sugar,3126.48,India
2010-12-01,Sugar,3131.62,India
2010-11-01,Sugar,3007.45,India
2010-10-01,Sugar,2906.69,India
2010-09-01,Sugar,2854.45,India
2010-08-01,Sugar,2875.29,India
2010-07-01,Sugar,2965.9,India
2010-06-01,Sugar,2961.06,India
2010-05-01,Sugar,3088.43,India
2010-04-01,Sugar,3211.66,India
2010-03-01,Sugar,3560.05,India
2010-02-01,Sugar,3981.63,India
2010-01-01,Sugar,4077.06,India
2025-03-01,Cotton,6942.65,India
2025-02-01,Cotton,7035.74,India
2025-01-01,Cotton,7167.75,India
2024-12-01,Cotton,7161.48,India
2024-11-01,Cotton,7231.03,India
2024-10-01,Cotton,7122.66,India
2024-09-01,Cotton,6890.3,India
2024-08-01,Cotton,7022.81,India
2024-07-01,Cotton,7037.37,India
2024-06-01,Cotton,6850.84,India
2024-05-01,Cotton,6902.7,India
2024-04-01,Cotton,6978.4,India
2024-03-01,Cotton,7037.86,India
2024-02-01,Cotton,6562.07,India
2024-01-01,Cotton,6505.9,India
2023-12-01,Cotton,6665.58,India
2023-11-01,Cotton,6817.05,India
2023-10-01,Cotton,6755.64,India
2023-09-01,Cotton,6803.7,India
2023-08-01,Cotton,6802.13,India
2023-07-01,Cotton,6656.2,India
2023-06-01,Cotton,6796.77,India
2023-05-01,Cotton,7136.88,India
2023-04-01,Cotton,7512.69,India
